service,course_id,group_id,person_id,name,email,type,topic_id,topic_description,date,SUCCESS,WARNING,FAILURE,ERROR,INFO,TIMEOUT
Code,1,1,,,,,,,,,,,
Code,1,1,a0025281,Parlo Samrohamo,parlo.samrohamo@student.tuwien.ac.at,,,,,,,,
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276070913,0,1,0,2,0,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1277046039,1,0,0,0,4,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1277040431,1,0,0,0,4,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276073199,0,1,0,2,0,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1277048838,1,0,0,0,4,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276038548,1,0,0,0,0,0
Code,5,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276040174,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1276085095,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277152911,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277141991,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277154247,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277156505,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277149485,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277156594,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277066463,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277324569,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277063288,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277143752,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277068498,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277068267,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277323859,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277145819,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277152292,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277155946,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277067160,0,0,1,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277324787,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1276126645,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1285202629,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277150606,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277063697,0,2,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277151412,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277323795,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277326519,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1285202869,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277153235,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277065037,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277144472,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277064141,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277156184,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277148503,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277142675,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277330312,1,0,0,0,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277147561,0,1,0,1,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277067356,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277142089,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277323660,0,1,0,2,0,0
Code,5,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1277324239,0,1,0,2,0,0
Code,5,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276106120,0,0,1,0,0,0
Code,5,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276105966,0,0,1,0,0,0
Code,5,1,a0948571,Lanisa Cotavyn,lanisa.cotavyn@unet.univie.ac.at,,,,,,,,
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276624350,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276883662,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276517466,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276881546,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540140,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275586429,1,0,0,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276882221,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276099663,0,0,1,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276904152,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276455807,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276865733,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276508615,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276099188,0,1,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276450235,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275578843,1,0,0,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275599859,1,0,0,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276797846,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275582488,0,1,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276435370,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1277037010,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276511900,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276507321,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276798581,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276958394,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276507500,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276958186,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275661058,1,1,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276961469,0,0,0,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1277038285,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,,0,0,1,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275581896,0,1,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276441184,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276436028,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276454021,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276961483,2,0,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275668284,1,1,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276512632,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276423283,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276883380,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276508259,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276453791,0,1,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276451828,0,1,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276881284,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276507839,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276620122,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540306,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276609121,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276958620,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276958000,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540659,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276800828,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275923163,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276798220,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276608426,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276169629,0,2,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276961676,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276963770,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540452,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276509223,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276539722,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276453281,0,1,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275922725,0,2,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276559299,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276882000,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540582,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275588244,0,1,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276512380,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276077458,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,,0,0,1,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275581500,0,2,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,,0,0,1,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275904370,1,1,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275921807,1,1,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276882457,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276422500,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275588443,0,1,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276961250,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276797379,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276881757,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276513734,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276959292,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276636621,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,,0,0,1,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276796609,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276883125,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275582879,0,1,0,2,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275667859,1,1,0,0,4,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276608765,0,1,0,1,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275570669,1,0,0,0,0,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276452687,0,1,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276075897,0,0,0,1,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275601510,1,0,0,0,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276540193,0,1,0,2,1,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1276539409,0,1,0,2,2,0
Code,5,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,,0,0,1,0,0,0
Code,5,1,a0967995,Kaden Brodylan,kaden.brodylan@unet.univie.ac.at,,,,,,,,
Code,5,1,a0968843,Lon Classawn,lon.classawn@unet.univie.ac.at,,,,,,,,
Code,5,1,a6750338,Gus Carrick,gus.carrick@unet.univie.ac.at,,,,,,,,
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276532155,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276535794,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276450636,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276974980,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276457729,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276463460,1,1,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276458626,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276991753,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276419850,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276536518,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276421757,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276531489,1,1,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1275490575,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276463847,1,1,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276462919,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276458983,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276450085,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276463076,0,2,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276991686,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276463791,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276421652,0,0,1,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276462250,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276991550,0,1,0,1,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276261099,0,0,1,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276457159,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276261540,0,0,1,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276261355,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276451233,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276464524,1,1,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276988732,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276464278,0,1,0,2,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276419656,0,0,1,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276532056,1,1,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276452017,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276462534,1,0,0,0,0,0
Code,5,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,100,1276537413,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275946977,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275558353,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275499563,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275774668,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275406791,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275950682,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275916477,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277065111,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275774898,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277544932,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275811863,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277632477,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1276945862,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277458828,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275764701,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277057085,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277057158,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275816323,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275465775,0,1,0,2,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275946368,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275914053,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1276938587,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275562655,2,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277065678,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275497822,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275503744,0,2,0,2,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277633899,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275421654,0,1,0,2,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275513422,0,0,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275504200,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275817193,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275813857,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275825966,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1276943734,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275650169,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275512325,0,0,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275579904,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275826667,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275518254,0,0,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275915832,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277543383,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275570288,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277063571,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275950385,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275560999,0,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275577579,0,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275507907,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275498441,0,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275505896,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275917859,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1276945610,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275571455,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277543946,0,0,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275511054,0,0,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1277632132,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275518519,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275558717,1,0,0,0,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275570217,0,1,0,1,0,0
Code,5,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1275562403,0,1,0,1,0,0
